-6tJgFlNo-c,30,playing acoustic guitar,train
-6wRweADHxk,18,horse neighing,train
-6xs8HnLo8s,32,plastic bottle crushing,train
-705iNAh-lE,30,goose honking,train
-70tewjjQKc,30,playing accordion,train
-7HJY3Jo3G4,3,dog whimpering,train
-7MQDKG-T9Q,326,dog growling,train
-7_kMQrvjpE,58,"subway, metro, underground",train
-7_kMQrvjpE,93,"subway, metro, underground",train
-7hQNEhU6Vk,30,playing snare drum,train
-7uwQqneg8k,30,helicopter,train
-84CyEpynsY,10,dog barking,train
-8FYMNYbXiE,20,goose honking,train
-8JBa54NFpU,30,playing acoustic guitar,train
-8PM2wFiqt4,0,smoke detector beeping,train
-8e8LB54vC8,117,alarm clock ringing,train
-8x1OQ-JnUs,220,"pigeon, dove cooing",train
-91PdNFrijM,50,people sniggering,train
-9GRE84DX2M,30,playing acoustic guitar,train
-9YohOxYZ0Q,10,dog barking,train
-9hqBiuwp2Y,30,playing acoustic guitar,train
-9k2Z_hxYpU,130,helicopter,train
-9p9gZYPX1U,118,dog growling,train
-9p9gZYPX1U,221,dog growling,train
-AS4M6Nnaow,25,dog growling,train
-AS4M6Nnaow,48,dog growling,train
-AWooU1PDiM,70,dog barking,train
-AYTdHxF3MQ,25,wind noise,train
-Akoz2Fqb4I,60,people marching,train
-Akoz2Fqb4I,80,people marching,train
-ApKgZOHx3o,158,people eating crisps,train
-ApKgZOHx3o,185,people eating crisps,train
-Aqjx8NLZuU,70,wind noise,train
-B6CSHRHZSA,70,"pigeon, dove cooing",train
-B7_MCn_xQo,168,turkey gobbling,train
-B7_MCn_xQo,288,turkey gobbling,train
-BFcExBQfAk,30,playing acoustic guitar,train
-BIuMd0jCjU,10,helicopter,train
-BPcjlI7-R4,30,thunder,train
-BZD5cNDyNc,380,wind noise,train
-BkMXlxBciQ,30,playing acoustic guitar,train
-BmPN1XE9zo,62,horse neighing,train
-BmPN1XE9zo,107,horse neighing,train
-BpgDEXKdx4,30,playing acoustic guitar,train
-BrurdlJW1M,0,people eating crisps,train
-C96gWRdNVM,30,playing acoustic guitar,train
-CI9mVOAK-k,30,playing snare drum,train
-CUgrFw8TEI,45,dog whimpering,train
-CUgrFw8TEI,55,dog whimpering,train
-CexapzRAPQ,51,ferret dooking,train
-CexapzRAPQ,79,ferret dooking,train
-D-CZGmjmYE,0,people marching,train
-D-CZGmjmYE,10,people marching,train
-DLbeLd5jNE,62,footsteps on snow,train
-DXq8b_yfTQ,240,wind noise,train
-DaIYDkiR_Y,0,dog growling,train
-DgH1e0vT5g,60,firing muskets,train
-DgH1e0vT5g,132,firing muskets,train
-Dqi6nNtnWI,60,playing accordion,train
-DrChjJRNIk,80,"subway, metro, underground",train
-DrSYwxg_eM,30,waterfall burbling,train
-DtbwmWBRyc,112,car engine idling,train
-E1zyCQE3es,30,playing acoustic guitar,train
-E3mf_Ks2As,0,cow lowing,train
-E5O64NnqeM,9,playing snare drum,train
-E7V7enQN88,30,people sniggering,train
-ELJ7JB6x3I,3,turkey gobbling,train
-EOHzvnHYPE,200,playing trumpet,train
-EaZ7EJJUl0,50,eating with cutlery,train
-EexFpwt15A,18,playing timbales,train
-EexFpwt15A,29,playing timbales,train
-Ejy1cfmrYE,30,"pigeon, dove cooing",train
-F-60iUiBh4,30,horse neighing,train
-F0WUMu7N3w,169,people marching,train
-F0WUMu7N3w,223,people marching,train
-FD8qQRrMWc,158,people eating crisps,train
-FD8qQRrMWc,249,people eating crisps,train
-FETUSTJUo4,10,people farting,train
-FIGpCo9VoM,30,playing acoustic guitar,train
-FISWhTWJhk,63,people slapping,train
-FISWhTWJhk,137,people slapping,train
-FJne-ZMSAA,194,people coughing,train
-FJne-ZMSAA,495,people coughing,train
-FLztWOwCRI,30,playing acoustic guitar,train
-FWxy7eaFJE,30,waterfall burbling,train
-F_2cDPs7-4,1,playing double bass,train
-F_2cDPs7-4,504,playing double bass,train
-FcB1UrcL0E,30,playing acoustic guitar,train
-FgwEky-7mc,0,firing muskets,train
-FkTCBKMl_8,0,pumping water,train
-FnocfLZGPc,30,waterfall burbling,train
-G08iN_t2QQ,30,playing acoustic guitar,train
-G5GTTzXP6g,0,footsteps on snow,train
-G5JuwEUxjM,30,playing accordion,train
-GDkljH9Hsg,11,wind noise,train
-GQcBKUU3s8,30,playing trumpet,train
-G_2v0L4U_s,78,playing tennis,train
-G_2v0L4U_s,186,playing tennis,train
-GpsuYcmBj0,154,playing tuning fork,train
-H1_pKntTx4,30,helicopter,train
-HHIfIzlfEA,10,people farting,train
-HJQVouJd2w,26,"pigeon, dove cooing",train
-HLTp7gPBEw,30,cat meowing,train
-HLpz_jAcGs,481,plastic bottle crushing,train
-HNOW_OlVLA,0,tornado roaring,train
-HNOW_OlVLA,273,tornado roaring,train
-HQQ0rjBlwI,74,firing muskets,train
-HQQ0rjBlwI,101,firing muskets,train
-Hb1-ExzeHM,510,"subway, metro, underground",train
-Hti5s8LP9A,30,playing acoustic guitar,train
-Hw2mdbqXZc,51,playing bongo,train
-Hw2mdbqXZc,73,playing bongo,train
-I2aGtZRT9M,17,playing tennis,train
-I2aGtZRT9M,81,playing tennis,train
-I2wwE7WFOU,24,cat meowing,train
-I9D8V2YNds,424,playing clarinet,train
-IKPFgiRHBI,4,firing muskets,train
-IKPFgiRHBI,20,firing muskets,train
-IMTsrk-n6Q,39,dog whimpering,train
-ITO6vT2uYs,320,people hiccup,train
-IY3C-2iG7w,30,playing acoustic guitar,train
-IpGWTs7ckQ,10,thunder,train
-JK1_tIi0tI,133,playing double bass,train
-JK1_tIi0tI,297,playing double bass,train
-JMHRrms_Cg,2,dog howling,train
-JoNMfuNy6o,20,people farting,train
-Jo_AtiSodU,53,plastic bottle crushing,train
-Jo_AtiSodU,83,plastic bottle crushing,train
-JqByn7kx3Y,280,playing double bass,train
-K5wu7h61EI,170,"subway, metro, underground",train
-KECxvZZHYg,30,helicopter,train
-KQ1cod63Y0,2,people marching,train
-KQ7U3gS1wQ,41,strike lighter,train
-KRjZ2gjEwc,3,cow lowing,train
-KU3bz04704,12,tornado roaring,train
-KhcG7ajFSw,809,strike lighter,train
-KoA6lhvUDU,29,horse neighing,train
-KosQ2rNFoA,110,people sniggering,train
-LCgWn1IOK4,300,playing clarinet,train
-LS-JevBX3E,30,cat meowing,train
-LmSy9cDMXY,30,"pigeon, dove cooing",train
-Ln9HQ6lLtI,50,cat meowing,train
-LnO0gwFvTU,30,playing accordion,train
-LrNmB50-nA,30,playing acoustic guitar,train
-Lv5fxNekGo,30,playing trumpet,train
-M8qt69nljE,30,turkey gobbling,train
-M8qt69nljE,59,turkey gobbling,train
-MESuxzl6h0,0,playing double bass,train
-MHf8CqWM9o,210,"pigeon, dove cooing",train
-MaDN8paAsc,6,alarm clock ringing,train
-Mms9VsTdQc,30,goose honking,train
-MoVy3-y-V4,14,blowtorch igniting,train
-MoVy3-y-V4,38,blowtorch igniting,train
-MpHHhlayU8,93,"subway, metro, underground",train
-Mspe010C24,3,dog growling,train
-N7agmTO-Q4,30,playing clarinet,train
-NIn6i4N78k,181,playing bongo,train
-NPu34as_OY,7,cat meowing,train
-N_dNiJ7_Ng,240,goose honking,train
-NmX8eRTl60,30,waterfall burbling,train
-OBtV-0Pvfw,30,playing acoustic guitar,train
-OHG7-BI0aU,30,"pigeon, dove cooing",train
-OI4VoCS28I,5,dog howling,train
-OI4VoCS28I,57,dog howling,train
-ORQcjYFpy0,0,dog growling,train
-ORQcjYFpy0,33,dog growling,train
-O_i9m2l_gA,30,playing acoustic guitar,train
-OanE09iAA4,0,people coughing,train
-P50LAJS2NQ,16,smoke detector beeping,train
-PEWKIG4y8s,30,wind noise,train
-PK81pz3534,30,cat meowing,train
-PLaLa1Nds4,30,playing acoustic guitar,train
-PalzkxjilU,9,sea lion barking,train
-PjURNLAvJk,30,horse neighing,train
-PxHPtMJDkI,17,dog howling,train
-Q-lmvKlMe0,8,playing bongo,train
-Q-lmvKlMe0,20,playing bongo,train
-Q2vef--Blw,100,"subway, metro, underground",train
-QIKyCQAFkQ,30,playing acoustic guitar,train
-QNvgodhSQs,30,waterfall burbling,train
-QWW4GPZYuU,30,playing accordion,train
-QX74tUXv0g,26,"subway, metro, underground",train
-QXlQ46HW6A,84,horse neighing,train
-QYcCxdc5gM,30,playing acoustic guitar,train
-QjYRWTAMhM,30,playing acoustic guitar,train
-R2JRLt3xjc,144,playing snare drum,train
-R2JRLt3xjc,585,playing snare drum,train
-RGUSEnACXc,30,playing clarinet,train
-RGUSEnACXc,242,playing clarinet,train
-RP1-cUHLT8,22,cat meowing,train
-RQsgdKdmoo,30,playing acoustic guitar,train
-Rg7kFVxDP0,499,playing tennis,train
-SUMymLXgrA,20,goose honking,train
-SdAy1I4yMA,160,playing accordion,train
-SkaeD74V8Y,30,helicopter,train
-StBx31J1As,30,playing acoustic guitar,train
-SyWyev2PfI,46,dog howling,train
-SyWyev2PfI,77,dog howling,train
-TYaP9KMzBA,30,"pigeon, dove cooing",train
-TbcaCBA0pI,50,people coughing,train
-Tpb87qlrCE,0,baby laughter,train
-TuA6o40QhY,532,people marching,train
-TuA6o40QhY,959,people marching,train
-U8ZGresQoo,110,goose honking,train
-UBVqmhbT50,30,dog howling,train
-U_T33UO3pc,400,dog barking,train
-U_YyMv2njE,15,turkey gobbling,train
-UoTV5by38k,50,helicopter,train
-V0DJ8xV9R4,4,cat meowing,train
-V2uLG7pjnc,0,playing clarinet,train
-V2uLG7pjnc,4,playing clarinet,train
-VKryMKMBtI,30,people sniggering,train
-VS-TWu5FDI,3,dog whimpering,train
-VTAtBy_jiI,40,helicopter,train
-VdTo7rHwQI,110,people hiccup,train
-Ve4yVCpjDk,56,playing snare drum,train
-Ve4yVCpjDk,66,playing snare drum,train
-VlQzQ6e3FA,83,playing bongo,train
-VlQzQ6e3FA,198,playing bongo,train
-VtvcYcrFJ0,24,wind noise,train
-VudsuhSnX4,0,playing tennis,train
-VudsuhSnX4,79,playing tennis,train
-W3y3qz3yp8,210,people eating crisps,train
-W3y3qz3yp8,256,people eating crisps,train
-W62FZ95BUw,30,people sniggering,train
-W9ZCx9t_8s,30,goose honking,train
-WBvJuF2UOk,30,playing acoustic guitar,train
-WD3mRWBWbg,135,firing muskets,train
-WDLTTRjbuU,16,playing timbales,train
-WDLTTRjbuU,183,playing timbales,train
-WJkFOXOqFE,6,playing acoustic guitar,train
-WNe5HVKJm4,32,playing snare drum,train
-WNe5HVKJm4,49,playing snare drum,train
-We4pq3tsX0,30,playing snare drum,train
-Wr1LEmgz9w,0,helicopter,train
-WyUAnVpexc,30,helicopter,train
-XIKSfBCttM,146,blowtorch igniting,train
-XIpY07w9rQ,60,helicopter,train
-XL3T2VUZ0k,30,playing acoustic guitar,train
-XQGRj-iuRk,30,cat meowing,train
-XRd6yaBDEQ,140,playing trumpet,train
-XYtqnotn14,7,people marching,train
-XyyXV_Urss,3,playing clarinet,train
-Y1HRPP7-eE,374,strike lighter,train
-Y1HRPP7-eE,408,strike lighter,train
-Y4Hfvm0Y4U,89,playing clarinet,train
-YGyhkTItRo,177,"subway, metro, underground",train
-YGyhkTItRo,189,"subway, metro, underground",train
-YI4h25K0Gc,30,people sniggering,train
-YIYb7I1RRI,4,dog barking,train
-YId2vYpp8w,173,playing timbales,train
-YTcfKZNyEI,30,playing acoustic guitar,train
-Yep0TGjWmc,140,"subway, metro, underground",train
-Yj-NMeHIxM,26,playing trumpet,train
-Yj-NMeHIxM,51,playing trumpet,train
-YpovYcGB4I,12,cat meowing,train
-Yrb1onhsnE,160,playing acoustic guitar,train
-YuZLuu6gkY,30,playing clarinet,train
-YwZOeyAQC8,2,baby laughter,train
-YwZOeyAQC8,70,baby laughter,train
-ZDznE-Cg5M,102,cutting hair with electric trimmers,train
-ZFKIudtHkw,30,playing trumpet,train
-ZRub1poH_I,51,cat meowing,train
-ZRub1poH_I,70,cat meowing,train
-ZVxU_p-J38,21,goose honking,train
-ZVxU_p-J38,38,goose honking,train
-ZWgRalQD2Q,66,playing bongo,train
-ZWgRalQD2Q,146,playing bongo,train
-ZWnsmY--wM,490,"subway, metro, underground",train
-ZWnsmY--wM,501,"subway, metro, underground",train
-ZkH4lC2CM0,65,eating with cutlery,train
-ZkH4lC2CM0,75,eating with cutlery,train
-ZnwfVZ3w0w,2,tornado roaring,train
-ZpUc4_zXHQ,30,playing acoustic guitar,train
-Zy1XMM_6x8,220,firing muskets,train
-ZyfOLRJzMo,20,people farting,train
-_9NSq4U3nw,298,playing acoustic guitar,train
-_E-_030mGg,28,people slapping,train
-_JNLl_J-_A,13,cat meowing,train
-_PAPFcZcKA,84,footsteps on snow,train
-_S0oXOlgzA,30,playing acoustic guitar,train
-_doikqlNSY,30,cat meowing,train
-_ftZ-yvxCI,89,people sniggering,train
-_ftZ-yvxCI,105,people sniggering,train
-_qiedPt5Hc,57,people marching,train
-_qiedPt5Hc,68,people marching,train
-_wznbUu3DY,570,helicopter,train
-_zC2DaJeys,45,playing trumpet,train
-_zC2DaJeys,180,playing trumpet,train
-a-v6lel_Ko,7,dog growling,train
-aLuigm2N2A,200,playing clarinet,train
-aQDI85itmg,30,wind noise,train
-aX2jS2mjhw,1,footsteps on snow,train
-aY9NqOlPEI,1,cat meowing,train
-aZy2f09uDA,46,people marching,train
-alxt48oUlc,31,people marching,train
-awIyiZCQzc,30,playing acoustic guitar,train
-ba9ATvjn08,50,people marching,train
-ba9ATvjn08,100,people marching,train
-c-39Bten_E,791,playing double bass,train
-c-39Bten_E,821,playing double bass,train
-c0P9j5Qcmw,70,people sniggering,train
-c9q-ZIQR3I,30,playing acoustic guitar,train
-cRBIvS8fUU,204,playing tennis,train
-cXXw4x58-4,188,people marching,train
-cXXw4x58-4,298,people marching,train
-d6AgTYFgIE,30,playing acoustic guitar,train
-dDVO4233eM,152,dog growling,train
-dGGLcujZEs,7,ferret dooking,train
-dGkAZOk0UQ,38,dog growling,train
-dGkAZOk0UQ,59,dog growling,train
-dL8Vi7gPWg,0,helicopter,train
-dSGWrwYbHc,34,dog howling,train
-dSGWrwYbHc,48,dog howling,train
-dpI6JsEyLs,370,eating with cutlery,train
-e-68LOpw8k,160,playing accordion,train
-e2_-npbIQg,80,people hiccup,train
-e4lzT3PHs0,30,helicopter,train
-e7TXDqaJPM,30,horse neighing,train
-eUHclSdrz4,30,playing acoustic guitar,train
-ej17LDVOJc,22,cat meowing,train
-en-yFsmIO8,370,helicopter,train
-f7v4HQrYjY,30,playing acoustic guitar,train
-fWE_uF89cY,30,playing acoustic guitar,train
-g3EEqvvZro,73,people slapping,train
-g3EEqvvZro,156,people slapping,train
-gClFqWVvKg,30,playing acoustic guitar,train
-gdSsq-wRpY,30,turkey gobbling,train
-h9fgg3ZwV0,30,playing acoustic guitar,train
-hBxP2bZq_8,0,playing acoustic guitar,train
-hH8ZYxn7zg,10,"subway, metro, underground",train
-hMmAnEr7bE,210,wind noise,train
-hNChOqVjgY,68,otter growling,train
-hWRLlRjetY,10,eating with cutlery,train
-hXw8JMu1mg,40,people farting,train
-hY4k0jvbS4,230,eating with cutlery,train
-hiRu8Sh7Tk,30,wind noise,train
-hj4ZnuR6eA,170,playing clarinet,train
-hlEMlNWUPg,30,people sniggering,train
-hoCxD2csRI,30,waterfall burbling,train
-hqM85LZw7c,20,dog barking,train
-hvbMS-_BHE,10,baby laughter,train
-iC2vFer4kg,30,cell phone buzzing,train
-jFHr-IveOw,30,playing acoustic guitar,train
-jLQkyDhIxw,10,people coughing,train
-jZav58HEOw,50,people coughing,train
-jc0RWAooVI,0,dog barking,train
-jiXiaj_WYs,856,playing congas,train
-jkHJszVKns,50,people hiccup,train
-jmFL0i8_ZU,78,people marching,train
-jrOT-5qRsY,240,"subway, metro, underground",train
-jwnFM4VqEU,30,playing snare drum,train
-jxHrTA4Bx8,53,blowtorch igniting,train
-k0-cBkvVr4,160,playing trumpet,train
-kCjKWqVhxY,0,cell phone buzzing,train
-kElp3dCLYY,95,people eating crisps,train
-kIcMJrkNKo,58,dog whimpering,train
-kIcMJrkNKo,69,dog whimpering,train
-kKEV9mrbK4,30,cat meowing,train
-kTqcpxlY70,410,playing double bass,train
-kwY6A2uVR0,30,waterfall burbling,train
-l41OPjWgiI,124,playing congas,train
-l41OPjWgiI,196,playing congas,train
-l61NKUwfCI,85,playing snare drum,train
-l9Hmg13nZI,182,car engine idling,train
-lETtaOHuJQ,30,playing clarinet,train
-lQhh4Vl2Q8,30,playing clarinet,train
-lShivzYjGQ,41,people marching,train
-lShivzYjGQ,86,people marching,train
-lXA9EUuiVQ,30,playing acoustic guitar,train
-lhNIAPKfOo,30,playing acoustic guitar,train
-ljMNMbY8fI,30,"pigeon, dove cooing",train
-lwNEw-ZXlQ,10,dog barking,train
-lyVixrALq4,220,playing clarinet,train
-lzFXxPEM-g,40,helicopter,train
-m7GnVjjabs,0,playing acoustic guitar,train
-m9rZZBMl2I,67,people coughing,train
-m9rZZBMl2I,197,people coughing,train
-mBHq90rrWc,515,playing accordion,train
-mIg_JJe88s,30,cat meowing,train
-mK5iomdOYg,8,tornado roaring,train
-mXlioW0ZbI,12,wind noise,train
-mdPX2djAUY,10,dog barking,train
-mm4g324bU0,30,playing acoustic guitar,train
-msC_WOqyFY,3,wind noise,train
-mxbFl5xy1k,0,cow lowing,train
-n24jZadwek,48,dog howling,train
-n24jZadwek,65,dog howling,train
-n9BVRaxJl8,40,playing tuning fork,train
-nskwoky7vk,136,playing accordion,train
-nx9RvJBKIc,109,turkey gobbling,train
-nx9RvJBKIc,122,turkey gobbling,train
-o2vmOibWF4,310,people coughing,train
-oFFOg4Zwek,61,people marching,train
-oV18FGzmqE,306,playing congas,train
-oV18FGzmqE,345,playing congas,train
-owkB4ulvTU,22,waterfall burbling,train
-pHYUVK1JcY,120,otter growling,train
-pHYUVK1JcY,134,otter growling,train
-pcoDyofmLo,40,helicopter,train
-pd7_XFFy0A,100,dog barking,train
-pyInCFCmns,30,playing snare drum,train
-q5X4ymvXtg,208,playing congas,train
-q5X4ymvXtg,291,playing congas,train
-qF5EgWGTsY,296,playing snare drum,train
-qGd1JwYLbQ,49,dog howling,train
-qGd1JwYLbQ,75,dog howling,train
-qVFkK8IIaM,10,people sniggering,train
-qa3X3z0JCU,221,cow lowing,train
-qa3X3z0JCU,555,cow lowing,train
-qnlkFt5e_w,15,playing clarinet,train
-qsq2azVqiY,30,playing acoustic guitar,train
-qyiC7dkqdg,24,alarm clock ringing,train
-qymcBqBEN4,20,helicopter,train
-qzWHpYij-k,30,playing acoustic guitar,train
-r2qCwJg9Nc,7,goose honking,train
-r4L1nmALKM,171,playing timbales,train
-r4L1nmALKM,181,playing timbales,train
-rCiy-9aYTE,30,playing acoustic guitar,train
-rE8CpfEUxQ,60,alarm clock ringing,train
-rPJ7Wsc0DM,30,dog barking,train
-ruRSHXi3z8,239,people eating crisps,train
-ruRSHXi3z8,291,people eating crisps,train
-sHU_eBlh9s,30,playing acoustic guitar,train
-sXb-urx3Y0,0,playing clarinet,train
-sXb-urx3Y0,150,playing clarinet,train
-sYNBBl2ryQ,200,"subway, metro, underground",train
-saFMqj-M8I,30,baby laughter,train
-t4hHBgT66Y,10,dog howling,train
-t4hHBgT66Y,33,dog howling,train
-t4tqHZa00g,35,people marching,train
-t4tqHZa00g,46,people marching,train
-t9fkovq89Y,90,cat meowing,train
-tDIM9A_KOk,30,helicopter,train
-tONalCF3Uk,1,helicopter,train
-tPtpv32DZw,10,dog barking,train
-tR54w2GEOk,30,playing acoustic guitar,train
-thD0vxyOlk,150,people sniggering,train
-tpgnIcmP9Q,75,otter growling,train
-tqmyTOauGM,30,playing acoustic guitar,train
-tv917VfSS8,70,playing acoustic guitar,train
-u1FF1blIcA,30,playing acoustic guitar,train
-u8knI3dC40,2,playing timbales,train
-u8knI3dC40,33,playing timbales,train
-uGNLw30__A,30,playing acoustic guitar,train
-uSKedzGX_M,8,wind noise,train
-ue3k_aV6mY,30,helicopter,train
-ueOTsxH29g,30,playing acoustic guitar,train
-uvpT-m_d7c,172,horse neighing,train
-uvpT-m_d7c,430,horse neighing,train
-uxDzGnEYtE,30,playing trumpet,train
-uxZmD1DvdQ,32,goose honking,train
-uxZmD1DvdQ,193,goose honking,train
-v6FmvDPYDk,0,playing clarinet,train
-v6FmvDPYDk,350,playing clarinet,train
-v7RsB3lMyg,13,cat meowing,train
-vJw-B41tXA,30,playing acoustic guitar,train
-vLRPZQbsUI,93,alarm clock ringing,train
-vu4jJkffMw,80,people coughing,train
-w1s7Hf-IP0,150,people hiccup,train
-w34DFnyChA,5,ferret dooking,train
-w34DFnyChA,38,ferret dooking,train
-w6sZ-nutlA,34,playing accordion,train
-wIb1d00Fmc,80,playing acoustic guitar,train
-wJ_UfBsiR0,280,playing accordion,train
-wdFcFYev7A,490,"subway, metro, underground",train
-wfnaQQEPqs,30,playing acoustic guitar,train
-wv-pMA5r1w,30,wind noise,train
-wx4bUvnTj4,8,playing snare drum,train
-wx4bUvnTj4,29,playing snare drum,train
-x-LQ5Dl4tg,172,eating with cutlery,train
-x-LQ5Dl4tg,389,eating with cutlery,train
-x1ZnXXuZa8,20,people farting,train
-xP38LDp-80,35,people marching,train
-xP38LDp-80,139,people marching,train
-xT-irWTSIc,18,otter growling,train
-xyHS0dJ3R8,190,eating with cutlery,train
-y7BWbWysEU,60,people farting,train
-yE8H3t_0IU,11,playing tennis,train
-yE8H3t_0IU,22,playing tennis,train
-yJtuj9EuMg,190,people coughing,train
-yOoQLNqLo4,30,playing acoustic guitar,train
-z2PDN-8CN8,30,playing snare drum,train
-zKS9u8-B4g,30,playing trumpet,train
-zXAV9pimB4,30,cat meowing,train
-zbs9iexPXU,30,playing acoustic guitar,train
-zcZ5Zj2yP8,30,"pigeon, dove cooing",train
-zpejomEzZk,14,dog howling,train
-zqp_zA6m-w,139,plastic bottle crushing,train
-zs-euLsFTY,30,playing acoustic guitar,train
0-5vF6wgneo,30,dog whimpering,train
0-B5WeWmO7c,30,eating with cutlery,train
0-QsvvBcReI,30,playing acoustic guitar,train
0-bn-Mo_4g0,450,thunder,train
0-fktgpwf-M,17,playing congas,train
0-fktgpwf-M,106,playing congas,train
0-jvBXFUcEw,20,playing acoustic guitar,train
0-mQUZTwZQA,30,playing trumpet,train
00EJzzciam8,130,people farting,train
00L-eFx7U-w,10,people hiccup,train
00Ud7c2WEoM,30,playing acoustic guitar,train
00YOj2f37D4,110,people eating crisps,train
00YOj2f37D4,134,people eating crisps,train
00woB5JzpZs,70,playing snare drum,train
00ypc1aPiO4,317,playing snare drum,train
00ypc1aPiO4,339,playing snare drum,train
01v-xdP2e5E,30,wind noise,train
01vFr9LE3Vo,518,playing trumpet,train
01xBB21RFnU,6,wind noise,train
01xBB21RFnU,21,wind noise,train
02Pyhg27uMw,169,blowtorch igniting,train
02W6VBraJ2g,30,"pigeon, dove cooing",train
02WbTPZ0PK8,142,horse neighing,train
02bhAIKbpqc,22,horse neighing,train
02gYcWjr6m0,0,playing accordion,train
02mPLSkKHA0,30,playing acoustic guitar,train
02pOiVybghw,30,playing trumpet,train
02rP_FzdxBQ,362,baby laughter,train
02sHT0B_XQE,84,playing bongo,train
02sHT0B_XQE,117,playing bongo,train
02tQ5sCp3sY,30,playing accordion,train
02y47TykhCI,66,playing trumpet,train
02y47TykhCI,190,playing trumpet,train
038-gneOcks,63,people eating crisps,train
038-gneOcks,309,people eating crisps,train
03B2DrGSgl4,100,playing double bass,train
03E2iJHEdtE,30,playing clarinet,train
03RET5QrKAY,3,playing trumpet,train
03RET5QrKAY,16,playing trumpet,train
03giUeNMTwk,124,playing accordion,train
03itl3k8gr0,110,playing accordion,train
046zw4vnsZ0,41,baby laughter,train
046zw4vnsZ0,517,baby laughter,train
04XpIynhIM0,478,turkey gobbling,train
04XpIynhIM0,490,turkey gobbling,train
04YSNvLgZU8,10,playing accordion,train
04ZI7NV4yyo,7,eating with cutlery,train
04_1N_55VFw,30,cat meowing,train
04m_7jCGHko,30,wind noise,train
04sf3v7xOzo,5,cat meowing,train
04vdECGx-8k,30,playing acoustic guitar,train
0525ey9R5ss,98,playing trumpet,train
052KW_6olAM,240,people sniggering,train
052s5vlSKn0,30,playing acoustic guitar,train
0538eZQa3hc,340,playing trumpet,train
05BlevkBrPg,30,playing acoustic guitar,train
05W9SXQieEA,11,dog growling,train
05W9SXQieEA,33,dog growling,train
05YBpmCnoOQ,50,people coughing,train
05aWe8zJlII,30,"pigeon, dove cooing",train
05bjJNftY98,30,"pigeon, dove cooing",train
05p8zKBzdPU,140,playing accordion,train
05yTDlDWEuE,66,dog growling,train
05yTDlDWEuE,95,dog growling,train
06H7hGq17P4,35,otter growling,train
06H7hGq17P4,49,otter growling,train
06MN5Wz5_DM,16,baby laughter,train
06MN5Wz5_DM,27,baby laughter,train
06scpqQPjBA,30,playing acoustic guitar,train
06v_fvoL9u0,30,playing clarinet,train
